fact_key,video_sk,channel_sk,views_count,likes_count,dislikes_count,comments_count,engagement_rate,virtual_revenue,grab_date,_batch_id
1,1,1255,10500,92,2,0,0.009,21.0,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
2,2,6845,137862,360,55,0,0.003,275.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
3,3,-1,37874,522,32,0,0.0146,75.75,2019-11-18 10:09:36.197,run_initial_20260725_085047_7fde
4,4,13701,111146,865,57,0,0.0083,222.29,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
5,5,2151,105978,407,53,0,0.0043,211.96,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
6,6,10769,6156314,10000,1200,0,0.0018,12312.63,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
7,7,10632,1666608,2700,280,0,0.0018,3333.22,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
8,8,3968,6425,58,6,0,0.01,12.85,2019-11-21 19:43:01.350,run_initial_20260725_085047_7fde
9,9,6322,92613,989,38,0,0.0111,185.23,2019-11-18 23:37:35.033,run_initial_20260725_085047_7fde
10,10,-1,56818,116,27,0,0.0025,113.64,2019-11-20 13:53:53.950,run_initial_20260725_085047_7fde
11,11,-1,238139,383,21,0,0.0017,476.28,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
12,12,7074,10542,210,2,1,0.0202,21.08,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
13,13,-1,109000,340,32,0,0.0034,218.0,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
14,14,-1,1474,24,13,0,0.0251,2.95,2019-11-20 15:55:46.943,run_initial_20260725_085047_7fde
15,15,6261,2587,8,2,0,0.0039,5.17,2019-11-19 05:01:15.440,run_initial_20260725_085047_7fde
16,16,11161,76765684,889000,26000,0,0.0119,153531.37,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
17,17,-1,82733,284,28,0,0.0038,165.47,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
18,18,13213,614171,2400,229,0,0.0043,1228.34,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
19,19,8732,20675,161,17,0,0.0086,41.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
20,20,9575,1799193,9400,195,0,0.0053,3598.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
21,21,8152,1019446,0,0,0,0.0,2038.89,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22,22,-1,25238,209,11,0,0.0087,50.48,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
23,23,12045,654629,1600,557,0,0.0033,1309.26,2019-11-19 09:08:28.120,run_initial_20260725_085047_7fde
24,24,6968,25028,132,5,0,0.0055,50.06,2019-11-19 00:59:24.667,run_initial_20260725_085047_7fde
25,25,3239,1019864,4100,317,0,0.0043,2039.73,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
26,26,9323,128658,1000,37,0,0.0081,257.32,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
27,27,991,101382,240,27,0,0.0026,202.76,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
28,28,4538,1737409,28000,1100,0,0.0167,3474.82,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
29,29,3708,7768055,24000,3600,0,0.0036,15536.11,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
30,30,11746,163104,4100,232,0,0.0266,326.21,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
31,31,12733,188609,605,42,0,0.0034,377.22,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
32,32,8287,111595,1600,130,27,0.0157,223.19,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
33,33,5503,24046,819,28,0,0.0352,48.09,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
34,34,4664,2736400,45000,1800,0,0.0171,5472.8,2019-11-19 06:08:53.530,run_initial_20260725_085047_7fde
35,35,-1,49410,194,10,0,0.0041,98.82,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
36,36,1280,24463,1600,35,0,0.0668,48.93,2019-11-14 03:36:11.680,run_initial_20260725_085047_7fde
37,37,12831,7478409,60000,2800,0,0.0084,14956.82,2019-11-19 07:03:42.907,run_initial_20260725_085047_7fde
38,38,2813,14036,1000,164,0,0.0829,28.07,2019-11-21 16:32:25.520,run_initial_20260725_085047_7fde
39,39,-1,4407,15,2,0,0.0039,8.81,2019-11-17 08:29:38.820,run_initial_20260725_085047_7fde
40,40,662,44018,131,19,0,0.0034,88.04,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
41,41,8870,1653436,0,0,0,0.0,3306.87,2019-11-19 04:28:45.307,run_initial_20260725_085047_7fde
42,42,993,3529194,67000,3800,0,0.0201,7058.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
43,43,6025,463991,1800,91,0,0.0041,927.98,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
44,44,13373,325035,1200,269,0,0.0045,650.07,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
45,45,-1,81546,1300,71,0,0.0168,163.09,2019-11-20 16:28:58.703,run_initial_20260725_085047_7fde
46,46,13928,255972,3200,111,0,0.0129,511.94,2019-11-18 23:30:53.107,run_initial_20260725_085047_7fde
47,47,-1,30975,672,32,0,0.0227,61.95,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
48,48,7999,906150,3100,473,0,0.0039,1812.3,2019-11-18 13:37:35.867,run_initial_20260725_085047_7fde
49,49,12419,134443,1000,165,0,0.0087,268.89,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
50,50,8756,147461,9800,65,0,0.0669,294.92,2019-11-20 13:15:44.090,run_initial_20260725_085047_7fde
51,51,5829,2131433,15000,928,0,0.0075,4262.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
52,52,5388,1159850,3300,461,0,0.0032,2319.7,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
53,53,-1,8700,68,3,0,0.0082,17.4,2019-11-20 08:38:01.800,run_initial_20260725_085047_7fde
54,54,11740,4276743,62000,1900,0,0.0149,8553.49,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
55,55,3849,146786,6100,141,0,0.0425,293.57,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
56,56,938,39177,345,23,0,0.0094,78.35,2019-11-19 06:32:15.857,run_initial_20260725_085047_7fde
57,57,2380,503259,17000,299,0,0.0344,1006.52,2019-11-18 06:24:07.950,run_initial_20260725_085047_7fde
58,58,2035,1327896,8400,1100,0,0.0072,2655.79,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
59,59,-1,288841,1300,48,0,0.0047,577.68,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
60,60,8603,497401,2900,152,0,0.0061,994.8,2019-11-18 08:34:34.250,run_initial_20260725_085047_7fde
61,61,5036,399362,942,206,0,0.0029,798.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
62,62,9934,90422,2200,245,0,0.027,180.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
63,63,7995,16678,259,24,0,0.017,33.36,2019-11-21 18:55:45.307,run_initial_20260725_085047_7fde
64,64,6226,45410,1300,43,0,0.0296,90.82,2019-11-18 06:44:42.377,run_initial_20260725_085047_7fde
65,65,-1,815,4,0,0,0.0049,1.63,2019-11-18 11:38:57.760,run_initial_20260725_085047_7fde
66,66,11522,7849576,33000,5200,0,0.0049,15699.15,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
67,67,4971,2782367,19000,2700,0,0.0078,5564.73,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
68,68,1245,227565,1400,170,0,0.0069,455.13,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
69,69,12080,35367356,139000,12000,0,0.0043,70734.71,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
70,70,6174,82,2,2,0,0.0488,0.16,2019-11-13 22:24:53.760,run_initial_20260725_085047_7fde
71,71,12051,158606,265,29,0,0.0019,317.21,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
72,72,12637,651247,2600,239,0,0.0044,1302.49,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
73,73,3121,8463410,46000,1300,0,0.0056,16926.82,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
74,74,9312,1036022,14000,351,0,0.0139,2072.04,2019-11-19 02:07:59.980,run_initial_20260725_085047_7fde
75,75,-1,17404,144,13,0,0.009,34.81,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
76,76,6919,610944,1200,178,0,0.0023,1221.89,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
77,77,-1,27564,813,36,0,0.0308,55.13,2019-11-19 08:32:14.223,run_initial_20260725_085047_7fde
78,78,-1,131526,3400,271,0,0.0279,263.05,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
79,79,11166,25069,1000,26,0,0.0409,50.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
80,80,13209,487600,3400,546,0,0.0081,975.2,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
81,81,13279,172,3,0,0,0.0174,0.34,2019-11-19 05:43:01.690,run_initial_20260725_085047_7fde
82,82,9289,37315,736,29,0,0.0205,74.63,2019-11-18 13:06:48.837,run_initial_20260725_085047_7fde
83,83,7265,133013,249,143,0,0.0029,266.03,2019-11-20 15:56:09.773,run_initial_20260725_085047_7fde
84,84,11149,160207,369,71,0,0.0027,320.41,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
85,85,1765,2836628,3500,724,0,0.0015,5673.26,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
86,86,6698,247476,641,120,0,0.0031,494.95,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
87,87,6524,31004,170,16,0,0.006,62.01,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
88,88,-1,103155,1100,33,0,0.011,206.31,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
89,89,3112,176739,2500,46,0,0.0144,353.48,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
90,90,-1,4360593,15000,2400,0,0.004,8721.19,2019-11-21 16:56:33.397,run_initial_20260725_085047_7fde
91,91,5829,1709571,5300,1200,0,0.0038,3419.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
92,92,8112,12918,364,20,0,0.0297,25.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
93,93,-1,2627570,58000,2200,0,0.0229,5255.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
94,94,-1,286086,6800,144,0,0.0243,572.17,2019-11-14 04:26:17.287,run_initial_20260725_085047_7fde
95,95,-1,28193,423,7,0,0.0153,56.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
96,96,-1,1761835,8600,674,0,0.0053,3523.67,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
97,97,2003,1730448,10000,1100,0,0.0064,3460.9,2019-11-18 13:17:47.970,run_initial_20260725_085047_7fde
98,98,-1,334072,2200,219,0,0.0072,668.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
99,99,1377,225858,4900,144,0,0.0223,451.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
100,100,350,13568,0,0,0,0.0,27.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
101,101,12724,206006,5200,830,0,0.0293,412.01,2019-11-20 15:55:42.727,run_initial_20260725_085047_7fde
102,102,7205,73817,2300,93,0,0.0324,147.63,2019-11-20 16:14:59.283,run_initial_20260725_085047_7fde
103,103,-1,8552138,43000,3700,0,0.0055,17104.28,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
104,104,-1,204317,540,79,0,0.003,408.63,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
105,105,13217,38868,164,18,0,0.0047,77.74,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
106,106,4577,6900066,26000,2100,0,0.0041,13800.13,2019-11-20 15:28:40.130,run_initial_20260725_085047_7fde
107,107,4011,45782,1200,43,0,0.0272,91.56,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
108,108,8645,2274,32,4,0,0.0158,4.55,2019-11-14 02:53:26.047,run_initial_20260725_085047_7fde
109,109,13014,56157,320,11,0,0.0059,112.31,2019-11-20 08:18:37.107,run_initial_20260725_085047_7fde
110,110,6801,95071,362,29,0,0.0041,190.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
111,111,9398,1084522,6100,629,0,0.0062,2169.04,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
112,112,205,1966629,11000,419,0,0.0058,3933.26,2019-11-19 06:05:50.703,run_initial_20260725_085047_7fde
113,113,-1,2690,27,2,0,0.0108,5.38,2019-11-19 08:01:11.797,run_initial_20260725_085047_7fde
114,114,1970,38947,732,84,0,0.021,77.89,2019-11-20 15:06:08.420,run_initial_20260725_085047_7fde
115,115,8159,3761,143,2,0,0.0386,7.52,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
116,116,-1,269500,1200,53,0,0.0046,539.0,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
117,117,8484,56616,1200,197,0,0.0247,113.23,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
118,118,10240,108837,439,79,0,0.0048,217.67,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
119,119,2194,311520,4900,104,0,0.0161,623.04,2019-11-19 03:34:09.877,run_initial_20260725_085047_7fde
120,120,7217,123886,364,72,0,0.0035,247.77,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
121,121,4105,447318,3400,294,0,0.0083,894.64,2019-11-22 07:51:36.350,run_initial_20260725_085047_7fde
122,122,13055,655852,13000,315,0,0.0203,1311.7,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
123,123,5574,29328,0,0,0,0.0,58.66,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
124,124,685,2090,8,2,0,0.0048,4.18,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
125,125,5782,140553,860,78,0,0.0067,281.11,2019-11-20 13:02:37.450,run_initial_20260725_085047_7fde
126,126,6756,149236,1900,33,0,0.013,298.47,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
127,127,5161,332516,2700,278,0,0.009,665.03,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
128,128,6977,1240858,11000,570,0,0.0093,2481.72,2019-11-14 02:40:25.213,run_initial_20260725_085047_7fde
129,129,9691,4916604,12000,685,165,0.0026,9833.21,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
130,130,7905,758043,19000,615,0,0.0259,1516.09,2019-11-14 00:10:20.803,run_initial_20260725_085047_7fde
131,131,3945,1999427,80000,5800,0,0.0429,3998.85,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
132,132,13042,44534,224,24,0,0.0056,89.07,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
133,133,10757,18341051,48000,19000,0,0.0037,36682.1,2019-11-20 13:28:46.687,run_initial_20260725_085047_7fde
134,134,-1,8788,354,10,0,0.0414,17.58,2019-11-20 08:30:06.023,run_initial_20260725_085047_7fde
135,135,-1,797580,1100,172,0,0.0016,1595.16,2019-11-14 02:43:06.857,run_initial_20260725_085047_7fde
136,136,7327,27802,762,23,0,0.0282,55.6,2019-11-19 01:56:41.100,run_initial_20260725_085047_7fde
137,137,11510,10158,172,9,0,0.0178,20.32,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
138,138,4126,44286,116,17,0,0.003,88.57,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
139,139,-1,3096516,8100,400,0,0.0027,6193.03,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
140,140,89,81228221,562000,26000,0,0.0072,162456.44,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
141,141,10243,152436,1200,89,0,0.0085,304.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
142,142,8986,5825,116,5,0,0.0208,11.65,2019-11-18 06:44:30.010,run_initial_20260725_085047_7fde
143,143,5499,48393,266,12,0,0.0057,96.79,2019-11-19 00:47:57.523,run_initial_20260725_085047_7fde
144,144,10082,168725,1100,110,0,0.0072,337.45,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
145,145,1972,687,17,0,0,0.0247,1.37,2019-11-20 14:53:40.123,run_initial_20260725_085047_7fde
146,146,877,384994,2600,283,0,0.0075,769.99,2019-11-22 05:52:23.210,run_initial_20260725_085047_7fde
147,147,-1,4195,440,14,0,0.1082,8.39,2019-11-20 16:14:45.853,run_initial_20260725_085047_7fde
148,148,5607,887103,4400,1800,0,0.007,1774.21,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
149,149,12649,95424,832,86,0,0.0096,190.85,2019-11-19 02:59:18.313,run_initial_20260725_085047_7fde
150,150,10124,1003680,3100,334,0,0.0034,2007.36,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
151,151,-1,156837,396,72,0,0.003,313.67,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
152,152,6793,6625128,32000,1100,0,0.005,13250.26,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
153,153,-1,9521424,142000,9000,0,0.0159,19042.85,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
154,154,-1,137334,458,47,0,0.0037,274.67,2019-11-20 08:03:05.733,run_initial_20260725_085047_7fde
155,155,1191,12103,23,2,0,0.0021,24.21,2019-11-20 14:47:33.543,run_initial_20260725_085047_7fde
156,156,-1,24578,701,23,0,0.0295,49.16,2019-11-21 16:35:03.110,run_initial_20260725_085047_7fde
157,157,4971,1159356,13000,1500,0,0.0125,2318.71,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
158,158,-1,95168,2200,63,0,0.0238,190.34,2019-11-18 06:44:37.613,run_initial_20260725_085047_7fde
159,159,6086,8265339,12000,2400,0,0.0017,16530.68,2019-11-18 09:51:18.423,run_initial_20260725_085047_7fde
160,160,12633,174700,4600,105,0,0.0269,349.4,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
161,161,-1,96658,3900,195,0,0.0424,193.32,2019-11-18 08:23:50.350,run_initial_20260725_085047_7fde
162,162,3195,3904,56,2,0,0.0149,7.81,2019-11-18 23:51:18.920,run_initial_20260725_085047_7fde
163,163,-1,296497,2300,165,0,0.0083,592.99,2019-11-19 00:04:05.487,run_initial_20260725_085047_7fde
164,164,991,4207,33,3,0,0.0086,8.41,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
165,165,3429,4306,181,4,0,0.043,8.61,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
166,166,11180,19454,217,28,0,0.0126,38.91,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
167,167,9804,10160,98,4,0,0.01,20.32,2019-11-21 18:51:50.647,run_initial_20260725_085047_7fde
168,168,399,2317270,4400,1000,0,0.0023,4634.54,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
169,169,5829,18337,52,8,0,0.0033,36.67,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
170,170,12127,439807,2200,382,0,0.0059,879.61,2019-11-19 07:05:45.823,run_initial_20260725_085047_7fde
171,171,-1,9188,312,16,0,0.0357,18.38,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
172,172,10324,196,22,2,0,0.1224,0.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
173,173,6742,107274,5700,109,0,0.0542,214.55,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
174,174,-1,5034,0,0,0,0.0,10.07,2019-11-13 23:26:09.503,run_initial_20260725_085047_7fde
175,175,4350,2859406,15000,1500,0,0.0058,5718.81,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
176,176,3018,4069323,61000,4700,0,0.0161,8138.65,2019-11-19 04:09:52.427,run_initial_20260725_085047_7fde
177,177,-1,360,11,2,0,0.0361,0.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
178,178,1490,4884183,26000,2800,0,0.0059,9768.37,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
179,179,-1,339290,2000,67,0,0.0061,678.58,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
180,180,3829,8008,516,8,0,0.0654,16.02,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
181,181,-1,135524,2500,368,0,0.0212,271.05,2019-11-18 07:52:33.477,run_initial_20260725_085047_7fde
182,182,-1,1712,9,0,0,0.0053,3.42,2019-11-18 23:41:33.187,run_initial_20260725_085047_7fde
183,183,-1,85421,2700,27,0,0.0319,170.84,2019-11-20 15:11:34.230,run_initial_20260725_085047_7fde
184,184,4844,47694,493,19,0,0.0107,95.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
185,185,-1,16204,285,6,0,0.018,32.41,2019-11-18 11:11:31.750,run_initial_20260725_085047_7fde
186,186,-1,16169,850,15,0,0.0535,32.34,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
187,187,13988,14689,63,2,0,0.0044,29.38,2019-11-19 04:50:41.127,run_initial_20260725_085047_7fde
188,188,4135,15356,0,0,0,0.0,30.71,2019-11-19 01:19:42.010,run_initial_20260725_085047_7fde
189,189,11225,1669166,14000,1400,0,0.0092,3338.33,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
190,190,13764,1545265,12000,995,0,0.0084,3090.53,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
191,191,10383,256512,2000,144,0,0.0084,513.02,2019-11-18 11:46:04.033,run_initial_20260725_085047_7fde
192,192,674,163988,539,23,0,0.0034,327.98,2019-11-19 07:05:04.490,run_initial_20260725_085047_7fde
193,193,8035,456486,6200,886,0,0.0155,912.97,2019-11-19 08:51:45.767,run_initial_20260725_085047_7fde
194,194,-1,2072459,10000,454,0,0.005,4144.92,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
195,195,1902,7946,311,5,0,0.0398,15.89,2019-11-19 06:43:14.420,run_initial_20260725_085047_7fde
196,196,10041,2083250,18000,1000,0,0.0091,4166.5,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
197,197,4075,27526,631,28,0,0.0239,55.05,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
198,198,674,20318,146,3,0,0.0073,40.64,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
199,199,-1,734,57,3,0,0.0817,1.47,2019-11-20 13:37:12.843,run_initial_20260725_085047_7fde
200,200,3999,2028,26,0,0,0.0128,4.06,2019-11-19 06:37:07.967,run_initial_20260725_085047_7fde
201,201,1960,273922,3600,212,0,0.0139,547.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
202,202,12526,272268,2200,320,0,0.0093,544.54,2019-11-18 10:01:27.877,run_initial_20260725_085047_7fde
203,203,-1,557247,8100,947,0,0.0162,1114.49,2019-11-20 13:39:12.187,run_initial_20260725_085047_7fde
204,204,10383,81412,908,82,0,0.0122,162.82,2019-11-18 11:43:05.057,run_initial_20260725_085047_7fde
205,205,7499,56328,268,12,0,0.005,112.66,2019-11-19 02:21:53.183,run_initial_20260725_085047_7fde
206,206,8517,29,0,0,0,0.0,0.06,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
207,207,9250,88957,1500,81,0,0.0178,177.91,2019-11-19 01:42:45.130,run_initial_20260725_085047_7fde
208,208,7922,418602,1600,115,0,0.0041,837.2,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
209,209,-1,3701676,28000,8600,0,0.0099,7403.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
210,210,2502,982645,10000,409,0,0.0106,1965.29,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
211,211,6052,6282894,215000,4400,0,0.0349,12565.79,2019-11-18 06:44:11.553,run_initial_20260725_085047_7fde
212,212,5971,1944244,11000,1100,0,0.0062,3888.49,2019-11-18 23:28:44.340,run_initial_20260725_085047_7fde
213,213,938,56656,213,32,0,0.0043,113.31,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
214,214,205,21904933,88000,6000,0,0.0043,43809.87,2019-11-19 06:03:35.747,run_initial_20260725_085047_7fde
215,215,13863,26288,111,28,0,0.0053,52.58,2019-11-20 15:54:33.880,run_initial_20260725_085047_7fde
216,216,8650,20201,434,11,0,0.022,40.4,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
217,217,13030,5697328,212000,1900,0,0.0375,11394.66,2019-11-20 09:04:21.460,run_initial_20260725_085047_7fde
218,218,-1,3609,15,13,0,0.0078,7.22,2019-11-14 02:01:57.567,run_initial_20260725_085047_7fde
219,219,461,9547,75,10,0,0.0089,19.09,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
220,220,9875,1093237,1000,217,0,0.0011,2186.47,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
221,221,7721,5369173,22000,1400,0,0.0044,10738.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
222,222,9811,99369,5300,136,0,0.0547,198.74,2019-11-20 16:30:15.840,run_initial_20260725_085047_7fde
223,223,7360,136515,896,35,0,0.0068,273.03,2019-11-19 07:53:36.320,run_initial_20260725_085047_7fde
224,224,5227,172,2,0,0,0.0116,0.34,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
225,225,10049,5140,30,2,0,0.0062,10.28,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
226,226,13790,21151,788,22,0,0.0383,42.3,2019-11-14 04:02:46.073,run_initial_20260725_085047_7fde
227,227,7857,1679964,10000,442,0,0.0062,3359.93,2019-11-21 19:07:00.950,run_initial_20260725_085047_7fde
228,228,10313,456265,7600,232,0,0.0172,912.53,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
229,229,4854,2243038,83000,3900,0,0.0387,4486.08,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
230,230,-1,28984,1100,13,0,0.0384,57.97,2019-11-18 10:49:46.530,run_initial_20260725_085047_7fde
231,231,3195,22575,570,24,0,0.0263,45.15,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
232,232,-1,168774,1500,313,0,0.0107,337.55,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
233,233,-1,136803,4500,81,0,0.0335,273.61,2019-11-20 16:21:17.393,run_initial_20260725_085047_7fde
234,234,9376,15704590,418000,6200,0,0.027,31409.18,2019-11-20 09:02:21.560,run_initial_20260725_085047_7fde
235,235,7122,1065958,2100,312,0,0.0023,2131.92,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
236,236,-1,4007212,116000,1300,0,0.0293,8014.42,2019-11-20 08:49:37.710,run_initial_20260725_085047_7fde
237,237,-1,2628688,49000,687,0,0.0189,5257.38,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
238,238,6801,132145,975,107,0,0.0082,264.29,2019-11-20 12:49:40.953,run_initial_20260725_085047_7fde
239,239,12820,24257,562,29,0,0.0244,48.51,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
240,240,12637,657323,2200,239,0,0.0037,1314.65,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
241,241,5222,7362,135,2,0,0.0186,14.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
242,242,13509,81914,1000,62,0,0.013,163.83,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
243,243,-1,91581,2400,70,0,0.027,183.16,2019-11-20 16:30:47.050,run_initial_20260725_085047_7fde
244,244,2279,869805,4300,527,0,0.0055,1739.61,2019-11-20 14:05:52.533,run_initial_20260725_085047_7fde
