fact_key,video_sk,channel_sk,views_count,likes_count,dislikes_count,comments_count,engagement_rate,virtual_revenue,grab_date,_batch_id
22136,22136,12289,1591022,8100,907,0,0.0057,3182.04,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22137,22137,9080,9634092,18000,1900,0,0.0021,19268.18,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22138,22138,12637,4359551,31000,1900,78,0.0076,8719.1,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22139,22139,12341,1523463,3100,575,0,0.0024,3046.93,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22140,22140,-1,358224,7400,140,0,0.021,716.45,2019-11-20 08:59:08.500,run_initial_20260725_085047_7fde
22141,22141,8785,27786,1300,41,0,0.0483,55.57,2019-11-21 18:24:46.713,run_initial_20260725_085047_7fde
22142,22142,4765,904422,5700,631,0,0.007,1808.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22143,22143,-1,106420,483,93,0,0.0054,212.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22144,22144,4105,27679,792,35,0,0.0299,55.36,2019-11-19 02:31:40.420,run_initial_20260725_085047_7fde
22145,22145,12145,117845,487,48,0,0.0045,235.69,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22146,22146,13177,11654068,97000,2900,0,0.0086,23308.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22147,22147,6100,34313,228,12,0,0.007,68.63,2019-11-19 00:37:56.990,run_initial_20260725_085047_7fde
22148,22148,-1,136217,1800,86,0,0.0138,272.43,2019-11-19 07:38:11.017,run_initial_20260725_085047_7fde
22149,22149,-1,15883181,30000,1700,0,0.002,31766.36,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22150,22150,-1,52544,173,16,0,0.0036,105.09,2019-11-18 08:06:47.077,run_initial_20260725_085047_7fde
22151,22151,1812,217693,3600,165,0,0.0173,435.39,2019-11-20 15:24:41.460,run_initial_20260725_085047_7fde
22152,22152,8989,142770,429,21,0,0.0032,285.54,2019-11-18 07:12:30.817,run_initial_20260725_085047_7fde
22153,22153,5372,845720,5900,293,0,0.0073,1691.44,2019-11-20 15:30:15.493,run_initial_20260725_085047_7fde
22154,22154,8217,76330,2600,187,0,0.0365,152.66,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22155,22155,9111,47519,882,22,0,0.019,95.04,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22156,22156,10735,2966737,51000,1200,0,0.0176,5933.47,2019-11-19 08:15:59.737,run_initial_20260725_085047_7fde
22157,22157,13863,16540,151,5,0,0.0094,33.08,2019-11-18 12:08:33.923,run_initial_20260725_085047_7fde
22158,22158,9738,226638,821,182,0,0.0044,453.28,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22159,22159,6821,4815,74,9,0,0.0172,9.63,2019-11-14 04:16:45.163,run_initial_20260725_085047_7fde
22160,22160,1362,3302325,18000,725,0,0.0057,6604.65,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22161,22161,-1,103288,2400,173,0,0.0249,206.58,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22162,22162,761,142303,432,35,0,0.0033,284.61,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22163,22163,13294,8400,115,0,0,0.0137,16.8,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22164,22164,7755,54015,496,46,0,0.01,108.03,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22165,22165,2448,755810,10000,225,0,0.0135,1511.62,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22166,22166,13509,118243,1400,115,0,0.0128,236.49,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22167,22167,2757,162120,1500,70,0,0.0097,324.24,2019-11-13 23:31:27.530,run_initial_20260725_085047_7fde
22168,22168,9041,3194439,15000,2200,0,0.0054,6388.88,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22169,22169,4763,250217,5000,200,0,0.0208,500.43,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22170,22170,13122,10985,630,7,0,0.058,21.97,2019-11-20 16:06:46.727,run_initial_20260725_085047_7fde
22171,22171,9634,38394,0,0,0,0.0,76.79,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22172,22172,-1,174872,2900,143,0,0.0174,349.74,2019-11-18 23:40:32.383,run_initial_20260725_085047_7fde
22173,22173,-1,175818,3300,269,6,0.0203,351.64,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22174,22174,991,182241,871,139,0,0.0055,364.48,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22175,22175,-1,4335816,20000,1400,75,0.005,8671.63,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22176,22176,696,5927,127,4,0,0.0221,11.85,2019-11-20 15:50:23.860,run_initial_20260725_085047_7fde
22177,22177,-1,33368,184,71,0,0.0076,66.74,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22178,22178,-1,646630,28000,828,209,0.0449,1293.26,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22179,22179,-1,153891,2400,76,0,0.0161,307.78,2019-11-18 10:54:19.473,run_initial_20260725_085047_7fde
22180,22180,4511,6298,36,9,0,0.0071,12.6,2019-11-13 23:35:12.107,run_initial_20260725_085047_7fde
22181,22181,-1,5330,47,3,0,0.0094,10.66,2019-11-19 00:40:01.380,run_initial_20260725_085047_7fde
22182,22182,-1,35801,1400,31,0,0.04,71.6,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22183,22183,12637,4023252,21000,2200,0,0.0058,8046.5,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22184,22184,10684,175643,1500,113,0,0.0092,351.29,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22185,22185,6439,68227,4300,55,0,0.0638,136.45,2019-11-20 16:07:18.930,run_initial_20260725_085047_7fde
22186,22186,-1,30591,288,4,0,0.0095,61.18,2019-11-19 05:10:37.540,run_initial_20260725_085047_7fde
22187,22187,3999,1187134,5100,794,0,0.005,2374.27,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22188,22188,3970,697963,5000,330,0,0.0076,1395.93,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22189,22189,8152,10238,0,0,0,0.0,20.48,2019-11-14 00:05:40.713,run_initial_20260725_085047_7fde
22190,22190,-1,705915,1900,423,0,0.0033,1411.83,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22191,22191,12637,407547,1400,139,0,0.0038,815.09,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22192,22192,991,28760,78,16,0,0.0033,57.52,2019-11-22 08:03:11.440,run_initial_20260725_085047_7fde
22193,22193,13981,3047320,14000,576,0,0.0048,6094.64,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22194,22194,12145,86688,299,62,0,0.0042,173.38,2019-11-18 08:54:54.393,run_initial_20260725_085047_7fde
22195,22195,2649,5633,42,14,0,0.0099,11.27,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22196,22196,6633,15382,157,17,0,0.0113,30.76,2019-11-19 05:08:19.797,run_initial_20260725_085047_7fde
22197,22197,11399,544160,8300,532,0,0.0162,1088.32,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22198,22198,1407,55038,77,4,0,0.0015,110.08,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22199,22199,784,3618224,31000,4100,0,0.0097,7236.45,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22200,22200,10287,1132236,15000,720,0,0.0139,2264.47,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22201,22201,-1,11131,732,11,0,0.0668,22.26,2019-11-19 05:42:10.743,run_initial_20260725_085047_7fde
22202,22202,4195,58619,899,27,0,0.0158,117.24,2019-11-19 06:40:22.797,run_initial_20260725_085047_7fde
22203,22203,-1,1303,36,2,0,0.0292,2.61,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22204,22204,-1,677145,7800,243,0,0.0119,1354.29,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22205,22205,-1,60769,232,12,0,0.004,121.54,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22206,22206,912,11877,100,9,0,0.0092,23.75,2019-11-18 23:24:03.020,run_initial_20260725_085047_7fde
22207,22207,13395,842770,23000,796,0,0.0282,1685.54,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22208,22208,-1,317511,1200,254,0,0.0046,635.02,2019-11-20 15:54:12.227,run_initial_20260725_085047_7fde
22209,22209,-1,48748,1200,53,0,0.0257,97.5,2019-11-18 08:33:56.140,run_initial_20260725_085047_7fde
22210,22210,10793,2207662,5900,368,0,0.0028,4415.32,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22211,22211,-1,11308,52,9,0,0.0054,22.62,2019-11-14 00:41:26.550,run_initial_20260725_085047_7fde
22212,22212,5859,360275,30000,1700,0,0.088,720.55,2019-11-13 23:37:54.010,run_initial_20260725_085047_7fde
22213,22213,4932,3666466,8000,1900,0,0.0027,7332.93,2019-11-18 23:24:46.030,run_initial_20260725_085047_7fde
22214,22214,-1,435143,0,0,0,0.0,870.29,2019-11-20 13:50:38.683,run_initial_20260725_085047_7fde
22215,22215,451,301349,7200,185,0,0.0245,602.7,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22216,22216,5982,46308,201,12,0,0.0046,92.62,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22217,22217,11808,1919431,17000,850,0,0.0093,3838.86,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22218,22218,9934,48634,2000,93,0,0.043,97.27,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22219,22219,-1,3140,19,3,0,0.007,6.28,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22220,22220,7868,630819,5600,246,0,0.0093,1261.64,2019-11-19 08:47:17.307,run_initial_20260725_085047_7fde
22221,22221,938,32327,634,20,0,0.0202,64.65,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22222,22222,-1,1260,61,2,0,0.05,2.52,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22223,22223,-1,37177,82,9,0,0.0024,74.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22224,22224,8739,6939091,25000,2300,0,0.0039,13878.18,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22225,22225,-1,2297,28,0,0,0.0122,4.59,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22226,22226,1584,118343,660,111,0,0.0065,236.69,2019-11-19 04:18:20.757,run_initial_20260725_085047_7fde
22227,22227,5494,141839,2500,97,0,0.0183,283.68,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22228,22228,11473,42532,90,14,0,0.0024,85.06,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22229,22229,3741,19176878,65000,6800,0,0.0037,38353.76,2019-11-20 13:22:16.177,run_initial_20260725_085047_7fde
22230,22230,10363,3658,207,9,0,0.059,7.32,2019-11-20 12:46:43.610,run_initial_20260725_085047_7fde
22231,22231,9141,253119,4600,220,0,0.019,506.24,2019-11-20 08:50:11.927,run_initial_20260725_085047_7fde
22232,22232,-1,47911,145,10,0,0.0032,95.82,2019-11-18 07:12:09.090,run_initial_20260725_085047_7fde
22233,22233,12880,400685,3300,488,0,0.0095,801.37,2019-11-19 04:18:52.337,run_initial_20260725_085047_7fde
22234,22234,2502,1575885,11000,405,0,0.0072,3151.77,2019-11-18 23:13:42.793,run_initial_20260725_085047_7fde
22235,22235,6052,3576082,109000,3300,0,0.0314,7152.16,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22236,22236,1384,132667,563,26,0,0.0044,265.33,2019-11-20 12:58:21.040,run_initial_20260725_085047_7fde
22237,22237,12216,3999,191,12,0,0.0508,8.0,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22238,22238,13594,57568,2200,49,0,0.0391,115.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22239,22239,-1,8188619,103000,1400,0,0.0127,16377.24,2019-11-18 07:51:24.093,run_initial_20260725_085047_7fde
22240,22240,-1,936136,4700,893,0,0.006,1872.27,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22241,22241,1607,376540,1700,214,0,0.0051,753.08,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22242,22242,5619,6133280,115000,2900,0,0.0192,12266.56,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22243,22243,-1,731004,29000,425,0,0.0403,1462.01,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22244,22244,2602,15418,262,143,0,0.0263,30.84,2019-11-13 23:18:40.373,run_initial_20260725_085047_7fde
22245,22245,-1,965255,3700,443,0,0.0043,1930.51,2019-11-19 03:10:24.997,run_initial_20260725_085047_7fde
22246,22246,-1,103550,533,37,0,0.0055,207.1,2019-11-19 08:25:53.127,run_initial_20260725_085047_7fde
22247,22247,8771,1465568,34000,388,0,0.0235,2931.14,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22248,22248,-1,2275,243,4,0,0.1086,4.55,2019-11-17 08:37:47.017,run_initial_20260725_085047_7fde
22249,22249,-1,552450,2200,130,0,0.0042,1104.9,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22250,22250,11524,5901,107,2,0,0.0185,11.8,2019-11-19 00:39:13.497,run_initial_20260725_085047_7fde
22251,22251,-1,598206,2500,86,0,0.0043,1196.41,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22252,22252,-1,136476,1500,154,0,0.0121,272.95,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22253,22253,-1,324904,13000,133,0,0.0404,649.81,2019-11-20 14:50:22.563,run_initial_20260725_085047_7fde
22254,22254,11103,103702,408,132,0,0.0052,207.4,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22255,22255,8112,266434,4300,230,0,0.017,532.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22256,22256,13460,164451,2400,52,0,0.0149,328.9,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22257,22257,-1,14716,155,2,0,0.0107,29.43,2019-11-20 15:43:26.260,run_initial_20260725_085047_7fde
22258,22258,8732,71811,348,29,0,0.0052,143.62,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22259,22259,-1,1883023,15000,322,0,0.0081,3766.05,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22260,22260,8084,185630,1000,92,0,0.0059,371.26,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22261,22261,-1,440253,4600,1200,0,0.0132,880.51,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22262,22262,-1,201180,9300,143,0,0.0469,402.36,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22263,22263,-1,722735,13000,1300,0,0.0198,1445.47,2019-11-14 02:42:19.903,run_initial_20260725_085047_7fde
22264,22264,10693,325148,4400,272,0,0.0144,650.3,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22265,22265,-1,1096,7,0,0,0.0064,2.19,2019-11-18 12:05:18.517,run_initial_20260725_085047_7fde
22266,22266,-1,28242622,60000,3700,0,0.0023,56485.24,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22267,22267,6240,24043,27,5,0,0.0013,48.09,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22268,22268,9738,447528,1700,363,0,0.0046,895.06,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22269,22269,3659,380986,15000,334,0,0.0402,761.97,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22270,22270,5136,99614,1200,180,0,0.0139,199.23,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22271,22271,-1,1431741,2200,278,0,0.0017,2863.48,2019-11-19 00:28:23.340,run_initial_20260725_085047_7fde
22272,22272,-1,728235,9400,443,0,0.0135,1456.47,2019-11-21 17:14:45.607,run_initial_20260725_085047_7fde
22273,22273,12045,691624,2800,589,0,0.0049,1383.25,2019-11-20 13:53:43.620,run_initial_20260725_085047_7fde
22274,22274,106,154308,197,73,0,0.0017,308.62,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22275,22275,-1,111009,4800,85,0,0.044,222.02,2019-11-20 12:50:00.057,run_initial_20260725_085047_7fde
22276,22276,4510,1295665,14000,1100,0,0.0117,2591.33,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22277,22277,4571,151354,251,77,0,0.0022,302.71,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22278,22278,5503,27114,250,15,0,0.0098,54.23,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22279,22279,-1,6611,221,11,0,0.0351,13.22,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22280,22280,10891,24673,379,25,0,0.0164,49.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22281,22281,12820,19560,329,24,0,0.018,39.12,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22282,22282,11044,26324,1000,458,0,0.0554,52.65,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22283,22283,-1,149122,2300,135,0,0.0163,298.24,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22284,22284,939,1067872,2900,148,0,0.0029,2135.74,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22285,22285,5576,1000078,21000,578,0,0.0216,2000.16,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22286,22286,8029,2801173,63000,3300,0,0.0237,5602.35,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22287,22287,2716,102,2,2,0,0.0392,0.2,2019-11-22 05:49:28.010,run_initial_20260725_085047_7fde
22288,22288,8148,9866,20,6,0,0.0026,19.73,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22289,22289,13503,8704,94,8,0,0.0117,17.41,2019-11-17 08:06:04.310,run_initial_20260725_085047_7fde
22290,22290,4394,2386033,6400,967,0,0.0031,4772.07,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22291,22291,505,61375,830,69,0,0.0146,122.75,2019-11-21 18:00:54.637,run_initial_20260725_085047_7fde
22292,22292,13573,3351,111,3,0,0.034,6.7,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22293,22293,13863,209310,621,246,0,0.0041,418.62,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22294,22294,7837,2970,88,2,0,0.0303,5.94,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22295,22295,9163,81223,1000,46,0,0.0129,162.45,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22296,22296,-1,17260,172,6,0,0.0103,34.52,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22297,22297,991,2208,37,3,0,0.0181,4.42,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22298,22298,-1,73529,307,67,0,0.0051,147.06,2019-11-18 06:16:11.720,run_initial_20260725_085047_7fde
22299,22299,-1,343405,2500,120,0,0.0076,686.81,2019-11-20 08:52:31.290,run_initial_20260725_085047_7fde
22300,22300,10637,653097,7400,463,0,0.012,1306.19,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22301,22301,12726,25973,307,18,0,0.0125,51.95,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22302,22302,4048,5698,50,2,0,0.0091,11.4,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22303,22303,-1,13574,42,14,0,0.0041,27.15,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22304,22304,-1,86245,516,54,0,0.0066,172.49,2019-11-14 02:04:47.867,run_initial_20260725_085047_7fde
22305,22305,13373,45354,196,17,0,0.0047,90.71,2019-11-18 11:20:31.273,run_initial_20260725_085047_7fde
22306,22306,411,3633057,7200,2600,0,0.0027,7266.11,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22307,22307,5379,219080,5700,118,0,0.0266,438.16,2019-11-18 11:04:42.543,run_initial_20260725_085047_7fde
22308,22308,2617,10479452,33000,12000,0,0.0043,20958.9,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22309,22309,4061,1474126,28000,1100,0,0.0197,2948.25,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22310,22310,6211,736678,15000,673,0,0.0213,1473.36,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22311,22311,13438,27803,110,16,0,0.0045,55.61,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22312,22312,12260,3684028,34000,2100,0,0.0098,7368.06,2019-11-18 06:12:24.587,run_initial_20260725_085047_7fde
22313,22313,-1,3061418,9500,1200,0,0.0035,6122.84,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22314,22314,5438,503362,32000,491,54,0.0647,1006.72,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22315,22315,6111,74115,4000,77,0,0.055,148.23,2019-11-20 16:00:33.727,run_initial_20260725_085047_7fde
22316,22316,11857,191771,467,44,0,0.0027,383.54,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22317,22317,6880,5030696,66000,1200,0,0.0134,10061.39,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22318,22318,-1,9430,177,16,0,0.0205,18.86,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22319,22319,11927,79934,98,10,0,0.0014,159.87,2019-11-21 19:03:11.087,run_initial_20260725_085047_7fde
22320,22320,11210,9624354,157000,17000,0,0.0181,19248.71,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22321,22321,10234,51397,207,30,0,0.0046,102.79,2019-11-19 02:01:23.237,run_initial_20260725_085047_7fde
22322,22322,-1,299794,1000,127,0,0.0038,599.59,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22323,22323,12264,9355,312,86,0,0.0425,18.71,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22324,22324,7669,106386,253,26,0,0.0026,212.77,2019-11-20 14:44:57.120,run_initial_20260725_085047_7fde
22325,22325,13344,817212,5900,438,0,0.0078,1634.42,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22326,22326,-1,32040,431,30,0,0.0144,64.08,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22327,22327,12874,700866,1600,85,0,0.0024,1401.73,2019-11-18 08:44:07.033,run_initial_20260725_085047_7fde
22328,22328,3634,1284,0,0,0,0.0,2.57,2019-11-13 07:49:24.423,run_initial_20260725_085047_7fde
22329,22329,-1,1182440,28000,576,0,0.0242,2364.88,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22330,22330,-1,63772,456,35,0,0.0077,127.54,2019-11-20 12:45:35.530,run_initial_20260725_085047_7fde
22331,22331,4844,34052,864,13,0,0.0258,68.1,2019-11-18 08:42:16.930,run_initial_20260725_085047_7fde
22332,22332,-1,171435,10000,95,0,0.0589,342.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22333,22333,1223,17618,593,8,0,0.0341,35.24,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22334,22334,6880,9411161,73000,4100,0,0.0082,18822.32,2019-11-20 08:12:13.100,run_initial_20260725_085047_7fde
22335,22335,-1,6690914,90000,3000,0,0.0139,13381.83,2019-11-18 06:35:28.333,run_initial_20260725_085047_7fde
22336,22336,-1,328887,10000,166,0,0.0309,657.77,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22337,22337,1720,3906,150,3,0,0.0392,7.81,2019-11-19 03:23:06.553,run_initial_20260725_085047_7fde
22338,22338,2086,206474,539,64,0,0.0029,412.95,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22339,22339,-1,188316,4800,130,0,0.0262,376.63,2019-11-18 10:23:24.257,run_initial_20260725_085047_7fde
22340,22340,-1,10195452,134000,10000,0,0.0141,20390.9,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22341,22341,-1,1577780,4800,816,0,0.0036,3155.56,2019-11-18 09:52:32.307,run_initial_20260725_085047_7fde
22342,22342,12516,43946,1000,63,0,0.0242,87.89,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22343,22343,991,48266,109,33,0,0.0029,96.53,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22344,22344,5503,148625,674,276,0,0.0064,297.25,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22345,22345,1038,222645,886,94,0,0.0044,445.29,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22346,22346,10735,2143035,35000,821,0,0.0167,4286.07,2019-11-19 06:51:06.370,run_initial_20260725_085047_7fde
22347,22347,-1,861402,25000,894,0,0.0301,1722.8,2019-11-17 08:23:00.053,run_initial_20260725_085047_7fde
22348,22348,2661,2902,51,4,0,0.019,5.8,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22349,22349,-1,54591,1500,66,0,0.0287,109.18,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22350,22350,4619,244203,2100,169,0,0.0093,488.41,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22351,22351,4844,775261,6000,401,0,0.0083,1550.52,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22352,22352,9135,4693487,45000,537,0,0.0097,9386.97,2019-11-20 12:10:58.313,run_initial_20260725_085047_7fde
22353,22353,3208,302492,512,27,0,0.0018,604.98,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22354,22354,8732,78402,746,53,0,0.0102,156.8,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22355,22355,12499,7038903,57000,6100,0,0.009,14077.81,2019-11-18 13:15:15.413,run_initial_20260725_085047_7fde
22356,22356,991,15752,457,18,0,0.0302,31.5,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22357,22357,13266,7075,38,7,0,0.0064,14.15,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22358,22358,-1,184274,3000,92,0,0.0168,368.55,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22359,22359,10423,526433,1200,189,0,0.0026,1052.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22360,22360,3900,110933,3500,244,0,0.0338,221.87,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22361,22361,3195,209336,4000,218,0,0.0201,418.67,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22362,22362,-1,5402686,41000,3500,0,0.0082,10805.37,2019-11-14 00:50:27.630,run_initial_20260725_085047_7fde
22363,22363,3804,842,22,2,0,0.0285,1.68,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22364,22364,3205,19486,762,10,0,0.0396,38.97,2019-11-19 07:32:21.610,run_initial_20260725_085047_7fde
22365,22365,2438,1130508,5200,212,0,0.0048,2261.02,2019-11-20 08:21:05.330,run_initial_20260725_085047_7fde
22366,22366,11596,54233,2100,37,0,0.0394,108.47,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22367,22367,-1,19751,263,6,0,0.0136,39.5,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22368,22368,-1,510664,20000,535,0,0.0402,1021.33,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22369,22369,10861,252565,1800,257,0,0.0081,505.13,2019-11-19 06:00:00.000,run_initial_20260725_085047_7fde
22370,22370,12370,169676,418,52,0,0.0028,339.35,2019-11-19 01:05:49.673,run_initial_20260725_085047_7fde
22371,22371,3637,120321,4800,148,0,0.0411,240.64,2019-11-18 06:45:23.367,run_initial_20260725_085047_7fde
