kpi_id,total_channels,total_videos,total_views,total_likes,total_comments,total_virtual_revenue,overall_engagement_rate,updated_at
1,14000,35000,64740281455,454167814,23415,129480562.72,0.0076,2026-07-25 11:35:17.479934
